Bait	Bait Mutation Status and/or Drug Condition	Prey	AvePSM	Z	WD	Entropy	Prey Gene Name	
RAD51D	wt	O14949	2.333333333	7.970834115	2.951488301	1.56320209	UQCRQ	
RAD51D	wt	Q9BVV7	2	Inf	NA	1.493709546	TIMM21	
RAD51D	wt	Q13795	2	5.143635959	8.839234764	1.493709546	ARFRP1	
RAD51D	wt	Q96TA2	2	6.075896205	5.637453073	1.584962501	YME1L1	
RAD51D	wt	P51153	2	4.547114179	2.670601608	1.493709546	RAB13	
RAD51D	wt	O75676	2	3.023909901	1.678459353	1.339664264	RPS6KA4	
RAD51D	wt_eto	O75771	38.33333333	12.67810021	270.760921	1.582932606	RAD51D	
RAD51D	wt_eto	O43543	11.33333333	77.55155381	458.5898656	1.583795539	XRCC2	
RAD51D	wt_eto	O43502	6.666666667	4.219633584	137.8298427	1.581635257	RAD51C	
RAD51D	wt_eto	O15315	6.333333333	9.389096396	30.3161082	1.560106804	RAD51B	
RAD51D	wt_eto	P98194	4	12.49313489	22.54981229	1.559120237	ATP2C1	
RAD51D	wt_eto	Q03519	4	12.49313489	4.339713399	1.559120237	TAP2	
RAD51D	wt_eto	P10398	2.333333333	6.538852903	4.809497253	1.483355755	ARAF	
RAD51D	wt_eto	P13473	2.333333333	4.409632565	3.522937207	1.56320209	LAMP2	
RAD51D	wt_eto	Q96TA2	2	6.075896205	5.637453073	1.493709546	YME1L1	
RAD51D	wt_eto	O96005	2	3.042564959	2.659649203	1	CLPTM1	
RAD51D	wt_eto	O75676	2	3.023909901	1.678459353	1.493709546	RPS6KA4	
RPA2	wt	P27694	41	32.13847693	1.384157419	1.581257547	RPA1	
RPA2	wt	P15927	14.66666667	71.6763924	22.12983014	1.584244601	RPA2	
RPA2	wt	P35244	12	16.71643199	1.661006607	1.581797534	RPA3	
RPA2	wt	Q04837	4	2.875953291	1.587275479	1.559120237	SSBP1	
RPA2	wt_eto	P27694	43	33.75485833	1.417515396	1.58318645	RPA1	
RPA2	wt_eto	P15927	12.33333333	60.24014938	20.29329666	1.580890153	RPA2	
RPA2	wt_eto	P35244	10.33333333	14.27797046	1.541348899	1.579197803	RPA3	
RPA2	wt_eto	Q04837	3	2.020448198	1.374620887	1.584962501	SSBP1	
SCUBE2	wt	Q15149	266.3333333	2.426421897	2.649079685	1.584279781	PLEC	
SCUBE2	wt	P35579	224.3333333	2.131487197	2.516593357	1.584429141	MYH9	
SCUBE2	wt	Q13813	150	2.484472722	2.520446712	1.583927975	SPTAN1	
SCUBE2	wt	Q01082	141	2.602294708	2.946915807	1.584458544	SPTBN1	
SCUBE2	wt	P35580	91.66666667	2.0260148	4.681875969	1.584943539	MYH10	
SCUBE2	wt	O00159	64	2.600037905	2.671552974	1.584143495	MYO1C	
SCUBE2	wt	Q9UM54	51.66666667	2.305731252	7.611965042	1.584726365	MYO6	
SCUBE2	wt	O43795	47.33333333	2.126692655	3.933116972	1.582972538	MYO1B	
SCUBE2	wt	Q6WCQ1	46.66666667	2.366722587	7.110796413	1.5826847	MPRIP	
SCUBE2	wt	O95425	45	2.002070419	6.098519759	1.584728481	SVIL	
SCUBE2	wt	Q92614	43.66666667	3.119362133	6.521481869	1.570847068	MYO18A	
SCUBE2	wt	Q69YQ0	38.33333333	2.594398171	6.650787523	1.584531108	SPECC1L	
SCUBE2	wt	Q16643	31	2.823956763	15.95447572	1.583476623	DBN1	
SCUBE2	wt	Q9P0K7	30.66666667	2.520593615	10.45560459	1.582813378	RAI14	
SCUBE2	wt	Q9UHB6	29.33333333	2.17646853	1.601712039	1.584228313	LIMA1	
SCUBE2	wt	Q9NQ36	28	Inf	NA	1.577926363	SCUBE2	
SCUBE2	wt	O14974	27	2.363083568	2.570225079	1.577407456	PPP1R12A	
SCUBE2	wt	P06396	25.33333333	1.963309624	3.533869509	1.583268746	GSN	
SCUBE2	wt	Q9NYL9	22.66666667	2.569919612	2.214836722	1.582825103	TMOD3	
SCUBE2	wt	Q9BZF9	22.33333333	2.086578615	5.774573363	1.56594483	UACA	
SCUBE2	wt	Q0ZGT2	22	2.887322916	8.884863388	1.582023831	NEXN	
SCUBE2	wt	Q9UPQ0	21.33333333	2.361617359	10.3971502	1.57960135	LIMCH1	
SCUBE2	wt	Q9ULV4	20.66666667	2.293048889	2.623541633	1.582396533	CORO1C	
SCUBE2	wt	Q9Y4I1	19	3.478737919	16.02381474	1.573336278	MYO5A	
SCUBE2	wt	Q9Y2D5	18.66666667	3.586959815	3.864271465	1.579269769	AKAP2	
SCUBE2	wt	Q8N556	16	3.303482827	4.224173717	1.572623827	AFAP1	
SCUBE2	wt	O43166	16	2.786510318	4.110963937	1.579433466	SIPA1L1	
SCUBE2	wt	O60292	15.66666667	2.39929324	5.564903097	1.580528945	SIPA1L3	
SCUBE2	wt	Q96SB3	12.33333333	3.801111159	25.41393405	1.583971831	PPP1R9B	
SCUBE2	wt	Q12965	11	2.179544099	13.47917063	1.574020489	MYO1E	
SCUBE2	wt	Q5M775	10.33333333	1.909794445	5.905565894	1.547389119	SPECC1	
SCUBE2	wt	P47755	9.666666667	2.054665214	4.090146467	1.583340773	CAPZA2	
SCUBE2	wt	Q8N3V7	9	5.006289268	52.19239621	1.579431373	SYNPO	
SCUBE2	wt	O15231	9	2.324164213	2.461773006	1.579431373	ZNF185	
SCUBE2	wt	Q02878	8.666666667	2.397380537	1.818071695	1.570794212	RPL6	
SCUBE2	wt	O95782	7.666666667	2.442438952	1.708903562	1.553283279	AP2A1	
SCUBE2	wt	P21589	7	1.954848423	2.339403955	1.575992254	NT5E	
SCUBE2	wt	Q12792	6.666666667	2.845355999	9.311804369	1.572237856	TWF1	
SCUBE2	wt	P63010	6.666666667	2.432093288	1.566315258	1.543683724	AP2B1	
SCUBE2	wt	P18124	6.666666667	2.646920441	1.564346236	1.561344997	RPL7	
SCUBE2	wt	Q8IVT2	6.333333333	3.40807528	38.39217219	1.516519314	C19orf21	
SCUBE2	wt	Q92828	6.333333333	1.903123946	17.78722711	1.581411577	CORO2A	
SCUBE2	wt	Q96II8	6.333333333	3.491486244	1.886715757	1.560106804	LRCH3	
SCUBE2	wt	Q96C19	5.666666667	3.287320815	7.947936802	1.567711658	EFHD2	
SCUBE2	wt	O94851	5.666666667	2.877608917	2.835122267	1.567711658	MICAL2	
SCUBE2	wt	P61158	5.666666667	2.885189346	2.376969166	1.567711658	ACTR3	
SCUBE2	wt	Q9NR30	5.666666667	2.351317602	1.527703355	1.567711658	DDX21	
SCUBE2	wt	P14649	4.666666667	2.628821352	7.540456613	1.560251865	MYL6B	
SCUBE2	wt	Q5VT25	4.666666667	2.529845294	6.81964981	1.537855236	CDC42BPA	
SCUBE2	wt	Q9UQ03	4.333333333	2.069976576	30.8669152	1.534326469	CORO2B	
SCUBE2	wt	Q9NQX4	4.333333333	1.868159508	6.575764803	1.534326469	MYO5C	
SCUBE2	wt	Q86XJ1	3.333333333	2.113584641	44.15944345	1.502855774	GAS2L3	
SCUBE2	wt	Q9BRK4	3.333333333	2.282906396	28.04483952	1.573355385	LZTS2	
SCUBE2	wt	Q96IZ0	3	3.136499174	23.96731768	1.584962501	PAWR	
SCUBE2	wt	O15144	3	2.104057102	3.849209642	1.541007871	ARPC2	
SCUBE2	wt	P14373	2.666666667	3.549644403	52.78103708	1.566367267	TRIM27	
SCUBE2	wt	P28290	2.666666667	4.358615462	11.03687178	1.566367267	SSFA2	
SCUBE2	wt	Q9BUP0	2.333333333	4.696858616	54.59874338	1.56320209	EFHD1	
SCUBE2	wt	Q96PY5	2.333333333	2.996705701	16.4694602	1.483355755	FMNL2	
SCUBE2	wt	Q96S97	2	7.488207784	81.9186966	1.493709546	MYADM	
SCUBE2	wt	Q8WYL5	2	1.973875374	10.89344928	1.584962501	SSH1	
SCUBE2	wt	Q14677	2	2.984863424	8.548662431	1.339664264	CLINT1	
SCUBE2	wt	O15145	2	2.343459505	3.354131706	1.584962501	ARPC3	
SNF5	wt_Eto	Q92922	49.66666667	16.47428558	34.06425879	1.584512167	SMARCC1	
SNF5	wt_Eto	Q8TAQ2	38	8.148416847	20.64943908	1.575976582	SMARCC2	
SNF5	wt_Eto	Q12824	35.33333333	20.85592678	89.57767237	1.582577328	SMARCB1	
SNF5	wt_Eto	O14497	20.66666667	10.14588245	52.74840107	1.582396533	ARID1A	
SNF5	wt_Eto	Q92925	19.33333333	10.3837743	59.54439345	1.583284988	SMARCD2	
SNF5	wt_Eto	Q969G3	18.66666667	9.847876904	20.0375471	1.574146629	SMARCE1	
SNF5	wt_Eto	P51532	15.33333333	15.20028119	12.85533482	1.580430077	SMARCA4	
SNF5	wt_Eto	Q92785	10.66666667	12.8967431	213.3088524	1.568112709	DPF2	
SNF5	wt_Eto	O96019	7.333333333	5.153047503	4.818950585	1.573692105	ACTL6A	
SNF5	wt_Eto	Q96TA2	4.333333333	9.640356363	5.004821835	1.534326469	YME1L1	
SNF5	wt_Eto	A3KMH1	3.666666667	Inf	NA	1.510002757	VWA8	
SNF5	wt_Eto	P51531	3	19.519817	1897.804908	1.294820355	SMARCA2	
SNF5	wt_Eto	Q96GM5	2.666666667	Inf	NA	1.566367267	SMARCD1	
SNF5	wt_Eto	Q15532	2.333333333	4.947731393	73.96808077	1.483355755	SS18	
SNF5	wt_Eto	Q9UMZ2	2	5.306448054	4.109243057	1.493709546	SYNRG	
SNF5	wt	Q92922	46.33333333	15.35340856	32.90131146	1.582885982	SMARCC1	
SNF5	wt	Q12824	37.66666667	22.24416959	92.48814359	1.583530017	SMARCB1	
SNF5	wt	Q8TAQ2	34.33333333	7.33888079	19.62792752	1.579103645	SMARCC2	
SNF5	wt	O14497	20.66666667	10.14588245	52.74840107	1.580296993	ARID1A	
SNF5	wt	Q92925	18.66666667	10.01868657	58.50875978	1.581824792	SMARCD2	
SNF5	wt	Q969G3	16	8.401391142	18.55116386	1.579655446	SMARCE1	
SNF5	wt	P51532	11.33333333	11.15523473	11.05207784	1.549770533	SMARCA4	
SNF5	wt	O96019	9	6.420673605	5.338546313	1.579431373	ACTL6A	
SNF5	wt	Q92785	8.333333333	10.03185773	188.54017	1.570222911	DPF2	
SNF5	wt	Q96TA2	5.333333333	11.95189162	5.552351308	1.514829277	YME1L1	
SNF5	wt	A3KMH1	3.666666667	Inf	NA	1.369471138	VWA8	
SNF5	wt	Q96GM5	3	Inf	NA	1.584962501	SMARCD1	
SNF5	wt	Q9NVH1	3	2.68525559	2.259531754	1.541007871	DNAJC11	
SNF5	wt	Q15532	2.666666667	5.676335673	79.07520452	1.566367267	SS18	
SNF5	wt	P00390	2	6.403167451	1550.194676	1.493709546	GSR	
SNF5	wt	P51531	2	12.96237848	1549.551219	1.493709546	SMARCA2	
SNF5	wt	Q6STE5	2	12.96237848	92.27936436	1	SMARCD3	
SNF5	wt	P04259	2	2.650625088	12.03885005	1.493709546	KRT6B	
SNF5	wt	Q9Y5A9	2	4.505106335	8.087573516	1.584962501	YTHDF2	
SNF5	wt	Q9UMZ2	2	5.306448054	4.109243057	1.493709546	SYNRG	
SNF5	wt	Q9HCD5	2	1.739569132	2.050671533	1.493709546	NCOA5	
TBX3	wt	O15119	17.33333333	Inf	NA	1.576929859	TBX3	
TBX3	wt	Q68D10	3	3.69804388	2.069907707	1.584962501	SPTY2D1	
TBX3	wt	Q16659	2.333333333	2.892675153	2.33804468	1.483355755	MAPK6	
TBX3	wt	Q5JVS0	2	1.713736321	1.585954779	1.584962501	HABP4	
TP53	r175h	P04637	54.66666667	30.94896586	13.61491374	1.582378923	TP53	
TP53	r175h	Q9UL15	12	Inf	NA	1.581797534	BAG5	
TP53	r175h	Q99615	12	35.32434944	57.91502625	1.581797534	DNAJC7	
TP53	r175h	P25685	3	11.36764073	5.721013913	1.541007871	DNAJB1	
TP53	r175h	Q96EY1	3	6.250794841	3.856547433	1.541007871	DNAJA3	
TP53	r175h	Q00987	2.666666667	6.403167451	1790.010627	1.446554269	MDM2	
TP53	r175h	Q14999	2.333333333	15.14819132	18.71260875	1.428412468	CUL7	
TP53	r175h	P46734	2.333333333	3.262560137	1.714741321	1.196420947	MAP2K3	
TP53	r248w	P04637	59.33333333	33.62164947	14.18413876	1.582742493	TP53	
TP53	r248w	Q14999	27.33333333	179.0841544	64.04603429	1.582207944	CUL7	
TP53	r248w	P19784	12.66666667	16.52443864	1.810018466	1.572865907	CSNK2A2	
TP53	r248w	Q8N3Y1	11.66666667	Inf	NA	1.570783737	FBXW8	
TP53	r248w	Q00987	3.333333333	6.403167451	2001.292721	1.573355385	MDM2	
TP53	r248w	Q5T749	3.333333333	1.818769398	2.680235327	1.533396631	KPRP	
TP53	r248w	Q9UPR3	2.333333333	15.14819132	1673.706608	1.483355755	SMG5	
TP53	r248w	Q7Z4V5	2	3.306814255	2.121925892	1.493709546	HDGFRP2	
TP53	r248w	Q9NVH1	2	1.61612605	1.844899951	1.493709546	DNAJC11	
TP53	r248w	Q8NEE6	2	2.834169203	1.640118315	1	FBXL13	
TP53	r273h	P04637	52	29.42171808	13.27869113	1.583742934	TP53	
TP53	r273h	Q14999	23	150.6685875	58.75026944	1.584078947	CUL7	
TP53	r273h	Q8N3Y1	12	Inf	NA	1.575187639	FBXW8	
TP53	r273h	P05362	8.666666667	4.67480929	4.059330097	1.559879176	ICAM1	
TP53	r273h	Q8IWT3	4.666666667	6.403167451	2367.961481	1.578392733	CUL9	
TP53	r273h	P41743	4	2.194707221	1.891697132	1.512346202	PRKCI	
TP53	r273h	O43592	2.666666667	5.167598419	7.164846843	1.360388078	XPOT	
TP53	r273h	Q9NS25	2.333333333	4.084530148	12.54174327	1.56320209	SPANXB1	
TP53	r273h	Q86UW7	2.333333333	2.400026461	2.446880996	1.483355755	CADPS2	
TP53	r273h	Q16659	2.333333333	2.892675153	2.33804468	1.483355755	MAPK6	
TP53	r273h	Q9C002	2.333333333	2.508754971	2.087029307	1.56320209	NMES1	
TP53	r273h	P08648	2	3.238068541	4.405532726	1.493709546	ITGA5	
TP53	r273h	O00267	2	3.682623705	2.32686991	1.339664264	SUPT5H	
TP53	r273h	Q92688	2	2.538645659	2.129905547	1.493709546	ANP32B	
TP53	wt	P04637	37.33333333	21.02185531	11.25128126	1.583481275	TP53	
TP53	wt	Q14999	19.66666667	128.8104591	54.32644956	1.573877684	CUL7	
TP53	wt	Q8IY21	17.33333333	9.131906742	2.378801129	1.558932373	DDX60	
TP53	wt	Q8IWT3	15	6.403167451	4245.382962	1.551854281	CUL9	
TP53	wt	Q00987	14	6.403167451	4101.429596	1.567984085	MDM2	
TP53	wt	Q8N3Y1	7	Inf	NA	1.502071429	FBXW8	
TP53	wt	Q99988	6.666666667	Inf	NA	1.561344997	GDF15	
TP53	wt	P58107	5.666666667	Inf	NA	1.580419993	EPPK1	
TP53	wt	P05362	5.333333333	2.69043812	3.184400519	1.58006019	ICAM1	
TP53	wt	Q13751	5.333333333	4.69157864	1.532671647	1.550597657	LAMB3	
TP53	wt	O00267	5	9.933392888	3.679104368	1.472016625	SUPT5H	
TP53	wt	P40763	4	3.238068541	2.202766363	1.331217297	STAT3	
TP53	wt	P38936	3.666666667	6.403167451	2098.973514	1.574627401	CDKN1A	
TP53	wt	Q07954	3.333333333	Inf	NA	1.573355385	LRP1	
TP53	wt	Q9NS25	3	5.339064408	4.327820845	0.940285959	SPANXB1	
TP53	wt	Q9BUZ4	3	5.094561171	3.860815443	1.541007871	TRAF4	
TP53	wt	Q6YN16	2.666666667	4.895448616	2.146816229	1.446554269	HSDL2	
TP53	wt	P36776	2.666666667	1.865743319	1.916882965	1.566367267	LONP1	
TP53	wt	Q9H061	2.666666667	1.782618119	1.580123632	1.566367267	TMEM126A	
TP53	wt	P55042	2.333333333	6.403167451	1674.401621	1.483355755	RRAD	
TP53	wt	O15347	2.333333333	2.210621748	4.695563288	1.56320209	HMGB3	
TP53	wt	Q08378	2.333333333	5.31227122	3.8279698	1.56320209	GOLGA3	
TP53	wt	P30837	2.333333333	3.39133908	1.545005679	1.56320209	ALDH1B1	
TP53	wt	Q8IV08	2	Inf	NA	1.584962501	PLD3	
TP53	wt	O95757	2	3.982943073	25.92133519	1.584962501	HSPA4L	
TP53	wt	Q16666	2	3.843599331	3.426295066	1.584962501	IFI16	
TSPYL5	wt	Q86VY4	39.66666667	79.40916145	115.2047346	1.582176855	TSPYL5	
TSPYL5	wt	Q9NR30	13.33333333	6.374592875	2.343389973	1.571617502	DDX21	
TSPYL5	wt	Q02878	10.66666667	3.090016795	2.016969452	1.579761208	RPL6	
TSPYL5	wt	P18124	9.333333333	3.980069242	1.850959428	1.58326578	RPL7	
TSPYL5	wt	Q5SSJ5	5	5.938141373	4.757435216	1.515654656	HP1BP3	
TSPYL5	wt	Q9GZR7	4.666666667	Inf	NA	1.560251865	DDX24	
TSPYL5	wt	Q7Z2W4	3.666666667	7.155273251	3.358287938	1.510002757	ZC3HAV1	
TSPYL5	wt	O95793	3.333333333	21.70562984	63.26016361	1.502855774	STAU1	
TSPYL5	wt	Q08945	2.666666667	4.220139879	16.40222521	1.446554269	SSRP1	
TSPYL5	wt	Q92572	2.666666667	5.071683524	3.814414925	1.517528789	AP3S1	
TSPYL5	wt	O75367	2.333333333	15.14819132	322.1049869	1.428412468	H2AFY	
TSPYL5	wt	Q9UKD2	2.333333333	3.856899418	3.1646294	1.483355755	MRTO4	
TSPYL5	wt	Q9NR28	2.333333333	2.361796006	1.503317755	1.56320209	DIABLO	
TSPYL5	wt	Q9Y5B9	2	3.782129799	30.29763352	1.493709546	SUPT16H	
TSPYL5	wt	Q99627	2	5.306448054	2.946618695	1	COPS8	
TSPYL5	wt	O60832	2	3.843599331	2.31158428	1.584962501	DKC1	
TSPYL5	wt	O95278	2	4.606870501	1.985535785	1	EPM2A	
TSPYL5	wt	Q9Y5K6	2	3.682623705	1.51134634	1.493709546	CD2AP	
XPC	wt	Q01831	67	229.5185641	3153.755469	1.584962501	XPC	
XPC	wt	Q9NR30	23.66666667	2.918528435	4.988644458	1.570051145	DDX21	
XPC	wt	Q08211	20.33333333	2.38513666	1.685866475	1.580004187	DHX9	
XPC	wt	Q9BQG0	18.33333333	5.269174804	1.718530534	1.578873032	MYBBP1A	
XPC	wt	P54727	18	63.51522705	18.76417326	1.583531018	RAD23B	
XPC	wt	P54725	15.66666667	6.708238392	4314.937731	1.584331844	RAD23A	
XPC	wt	P41208	14	Inf	NA	1.575568795	CETN2	
XPC	wt	O15182	11.33333333	Inf	NA	1.576807937	CETN3	
XPC	wt	P42166	10.33333333	3.552354666	2.776719912	1.566005044	TMPO	
XPC	wt	O00567	10	1.834758519	4.029278547	1.580451714	NOP56	
XPC	wt	Q14980	9.666666667	3.19397735	6.348718936	1.546631615	NUMA1	
XPC	wt	O43818	9.333333333	Inf	NA	1.577925381	RRP9	
XPC	wt	Q96SB4	8.666666667	2.33742966	1.821273587	1.582957653	SRPK1	
XPC	wt	P46087	8.333333333	2.212565635	9.435767472	1.555958037	NOP2	
XPC	wt	Q12905	8	3.40623393	2.375224346	1.521216806	ILF2	
XPC	wt	O75367	7.666666667	3.172718327	50.76728605	1.575189876	H2AFY	
XPC	wt	O95793	7.666666667	3.087159506	46.93393275	1.582420764	STAU1	
XPC	wt	Q5SSJ5	7	2.328346646	16.4917589	1.559133766	HP1BP3	
XPC	wt	Q8TDN6	6.333333333	3.938736707	44.68364665	1.560106804	BRIX1	
XPC	wt	Q7Z2W4	6.333333333	2.205048838	15.41533153	1.530124965	ZC3HAV1	
XPC	wt	Q01780	5.666666667	1.425632261	2.354068564	1.552594267	EXOSC10	
XPC	wt	O76021	5.666666667	1.64279059	2.036946476	1.567711658	RSL1D1	
XPC	wt	Q99848	5	2.65992418	22.89820837	1.536651495	EBNA1BP2	
XPC	wt	Q9BZE4	5	2.88254679	4.408056407	1.584962501	GTPBP4	
XPC	wt	Q9NW13	4.666666667	2.96685483	56.89863836	1.560251865	RBM28	
XPC	wt	Q8NC56	4.666666667	1.985687306	5.78065732	1.537855236	LEMD2	
XPC	wt	O60832	4.666666667	1.594628048	3.424516039	1.504464365	DKC1	
XPC	wt	P09132	4.333333333	5.627365822	1.601211664	1.577759502	SRP19	
XPC	wt	P40429	4.333333333	2.750463517	1.539143331	1.577759502	RPL13A	
XPC	wt	Q9Y3B7	4	3.724469129	161.2554543	1.478534948	MRPL11	
XPC	wt	Q1KMD3	4	2.568578467	2.401981064	1.512346202	HNRNPUL2	
XPC	wt	Q15397	3.666666667	2.182541714	14.78828893	1.299736764	KIAA0020	
XPC	wt	P62995	3.666666667	4.183389817	5.77732652	1.574627401	TRA2B	
XPC	wt	Q13247	3.666666667	3.286826366	4.05476321	1.546631615	SRSF6	
XPC	wt	Q6DKI1	3.666666667	2.751611831	3.09914449	1.574627401	RPL7L1	
XPC	wt	Q06265	3.5	3.059271458	15.11384569	0.988699408	EXOSC9	
XPC	wt	Q13310	3	3.406323847	3.68339437	1.541007871	PABPC4	
XPC	wt	Q9Y520	3	1.604239078	2.686598866	1.433176173	PRRC2C	
XPC	wt	P82650	3	2.138733903	2.170205634	1.541007871	MRPS22	
XPC	wt	Q9BRJ6	2.666666667	3.411120928	170.1046392	1.517528789	C7orf50	
XPC	wt	Q4G0J3	2.666666667	5.76087403	12.73535765	1.517528789	LARP7	
XPC	wt	Q08170	2.666666667	2.363710243	11.72282458	1.517528789	SRSF4	
XPC	wt	Q13868	2.666666667	3.338350315	8.510185281	1.446554269	EXOSC2	
XPC	wt	Q9Y3B9	2.333333333	5.190352386	33.19540295	1.56320209	RRP15	
XPC	wt	Q9UKD2	2.333333333	1.692190327	2.946478759	1.56320209	MRTO4	
XPC	wt	O60264	2	2.464162387	86.98613596	1.493709546	SMARCA5	
XPC	wt	Q9NQ55	2	2.319027551	76.64362561	1.584962501	PPAN	
XPC	wt	Q9Y221	2	1.747348917	73.40835792	1.493709546	NIP7	
XPC	wt	P68431	2	5.049904925	71.02192299	1.584962501	HIST1H3A	
XPC	wt	P78345	2	4.413452507	14.83626227	1.493709546	RPP38	
XPC	wt	Q13243	2	2.951011473	13.47399751	1.584962501	SRSF5	
XPC	wt_eto	Q01831	69.66666667	238.6594369	3215.904408	1.583748708	XPC	
XPC	wt_eto	P13010	37	6.649356481	1.9792727	1.562252871	XRCC5	
XPC	wt_eto	P12956	36	4.513055567	2.699337012	1.580158517	XRCC6	
XPC	wt_eto	Q9NR30	17.66666667	2.077276286	4.310139367	1.583006618	DDX21	
XPC	wt_eto	P54727	16.33333333	57.60624908	17.87436386	1.584389157	RAD23B	
XPC	wt_eto	P41208	16	Inf	NA	1.583158755	CETN2	
XPC	wt_eto	P54725	14.66666667	6.708238392	4174.956377	1.582152254	RAD23A	
XPC	wt_eto	O15182	12.33333333	Inf	NA	1.571604103	CETN3	
XPC	wt_eto	Q96SB4	9	2.447288854	1.85596763	1.56890616	SRPK1	
XPC	wt_eto	O00567	8.666666667	1.541446783	3.751054189	1.577221668	NOP56	
XPC	wt_eto	Q8NC56	7.666666667	3.496381067	7.409299071	1.575189876	LEMD2	
XPC	wt_eto	Q12905	7.666666667	3.243040256	2.325214022	1.582420764	ILF2	
XPC	wt_eto	P46087	7.333333333	1.902762503	8.851534491	1.53334212	NOP2	
XPC	wt_eto	Q5SSJ5	6.333333333	2.077642654	15.68679172	1.535063651	HP1BP3	
XPC	wt_eto	Q8TDN6	5.333333333	3.272035776	41.00452636	1.550597657	BRIX1	
XPC	wt_eto	O43818	5	Inf	NA	1.567955436	RRP9	
XPC	wt_eto	P05388	5	3.945495357	1.611979938	1.584962501	RPLP0	
XPC	wt_eto	Q8WXX5	4.666666667	2.52982579	3.333583924	1.560251865	DNAJC9	
XPC	wt_eto	O75367	4.333333333	1.672539641	38.16732345	1.443157985	H2AFY	
XPC	wt_eto	Q9Y3B7	4	3.724469129	161.2554543	1.559120237	MRPL11	
XPC	wt_eto	O95793	4	1.486295449	33.9010892	1.559120237	STAU1	
XPC	wt_eto	Q99848	3.333333333	1.695291183	18.69630884	1.502855774	EBNA1BP2	
XPC	wt_eto	Q13247	3.333333333	2.950998455	3.866065029	1.573355385	SRSF6	
XPC	wt_eto	P82650	3	2.138733903	2.170205634	1.541007871	MRPS22	
XPC	wt_eto	Q8WWM7	2.333333333	2.842538837	16.73523597	1.56320209	ATXN2L	
XPC	wt_eto	P62995	2.333333333	2.527648163	4.608712224	1.56320209	TRA2B	
XPC	wt_eto	Q9BRJ6	2	2.500196589	147.3149389	1.493709546	C7orf50	
XPC	wt_eto	Q9NQT5	2	1.957190343	81.40240474	1.584962501	EXOSC3	
XRN2	wt	Q9H0D6	82.66666667	121.5967224	0.603035158	1.582724412	XRN2	
XRN2	wt	Q9NXV6	26.66666667	Inf	NA	1.584741689	CDKN2AIP	
XRN2	wt	O15226	20	Inf	NA	1.580302365	NKRF	
XRN2	wt	Q96HQ2	9	6.403167451	3288.459502	1.584962501	CDKN2AIPNL	
XRN2	wt	P30876	7.666666667	1.692772293	0.72013767	1.56696715	POLR2B	
XRN2	wt	P52294	6.666666667	15.6874896	12.73639791	1.581635257	KPNA1	
XRN2	wt	Q02878	6.666666667	1.704744279	1.59455436	1.572237856	RPL6	
XRN2	wt	P12956	5.333333333	1.86419774	0.646263587	1.58006019	XRCC6	
XRN2	wt	O60684	4.333333333	28.26306837	438.9551057	1.534326469	KPNA6	
XRN2	wt	Q969Q0	4.333333333	3.529675021	43.81390797	1.577759502	RPL36AL	
XRN2	wt	Q14558	3.333333333	2.720126068	6.353911433	1.573355385	PRPSAP1	
XRN2	wt	P28340	3	1.849701961	2.154559467	1.584962501	POLD1	
XRN2	wt	P40763	3	2.309822226	1.907651629	1.541007871	STAT3	
XRN2	wt	Q13620	3	3.486984124	1.548235061	1.463458299	CUL4B	
XRN2	wt	P11940	2.666666667	3.752252146	7.756549292	1.566367267	PABPC1	
XRN2	wt	Q5W0V3	2.333333333	3.247820303	375.3322677	1.56320209	FAM160B1	
XRN2	wt	P30825	2	5.807625933	9.172001857	1.493709546	SLC7A1	
XRN2	wt	Q15386	2	1.559248477	1.646114235	1.493709546	UBE3C	
XRN2	wt_eto	Q9H0D6	79.33333333	116.60087	0.590752096	1.584483528	XRN2	
XRN2	wt_eto	Q9NXV6	26.33333333	Inf	NA	1.584053013	CDKN2AIP	
XRN2	wt_eto	O15226	19.33333333	Inf	NA	1.582081923	NKRF	
XRN2	wt_eto	Q02878	8.666666667	2.397380537	1.818071695	1.570794212	RPL6	
XRN2	wt_eto	P52294	8.333333333	19.73648151	14.23972576	1.570222911	KPNA1	
XRN2	wt_eto	P30876	8.333333333	1.926445515	0.750795421	1.570222911	POLR2B	
XRN2	wt_eto	Q96HQ2	7	6.403167451	2900.14868	1.584962501	CDKN2AIPNL	
XRN2	wt_eto	P12956	6.333333333	2.386983628	0.704249416	1.560106804	XRCC6	
XRN2	wt_eto	P24928	5.666666667	1.705403151	0.965757136	1.552594267	POLR2A	
XRN2	wt_eto	O60684	4.666666667	30.44888121	455.525241	1.537855236	KPNA6	
XRN2	wt_eto	P13489	3.333333333	1.974943944	2.228433338	1.404826958	RNH1	
XRN2	wt_eto	Q969Q0	3	2.334588203	36.45537502	1.541007871	RPL36AL	
XRN2	wt_eto	P28340	3	1.849701961	2.154559467	1.433176173	POLD1	
XRN2	wt_eto	Q15645	2.333333333	2.222643364	9.998533066	1.483355755	TRIP13	
XRN2	wt_eto	P09211	2.333333333	2.57964691	2.486430097	1.483355755	GSTP1	
XRN2	wt_eto	P04183	2	5.715245621	36.4018736	1.493709546	TK1	
XRN2	wt_eto	Q96RL7	2	9.167750327	32.23494132	1	VPS13A	
XRN2	wt_eto	Q08945	2	3.085977287	4.041937296	1	SSRP1	
XRN2	wt_eto	Q9BUZ4	2	3.238068541	3.152342609	1.493709546	TRAF4	
